p1,p2,result,date
Bisu,GoRush,Win,09-11-24
Bisu,Mind,Win,09-11-21
Bisu,Luxury,Loss,09-11-09
Bisu,Snow,Win,09-10-28
Bisu,PerfectMan,Win,09-10-25
Bisu,Shine,Loss,09-10-14
Bisu,Shine,Win,09-10-14
Bisu,Shine,Loss,09-10-14
Bisu,SangHo,Win,09-10-13
Bisu,PianO,Win,09-10-10
Bisu,Jaedong,Win,09-09-26
Bisu,ZerO,Loss,09-09-18
Bisu,hero,Loss,09-09-12
Bisu,Stork,Win,09-08-30
Bisu,Stork,Win,09-08-30
Bisu,Luxury,Win,09-08-29
Bisu,Luxury,Win,09-08-29
Bisu,Flash,Win,09-08-27
Bisu,Flash,Loss,09-08-27
Bisu,Flash,Win,09-08-27
Bisu,free,Win,09-08-19
Bisu,free,Win,09-08-19
Bisu,free,Loss,09-08-19
Bisu,PerfectMan,Win,09-08-08
Bisu,Iris,Loss,09-08-04
Bisu,Iris,Win,09-08-04
Bisu,Iris,Loss,09-08-04
Bisu,Iris,Win,09-08-04
Bisu,Iris,Loss,09-07-23
Bisu,Fantasy,Win,09-07-16
Bisu,Fantasy,Win,09-07-09
Bisu,ZerO,Loss,09-07-08
Bisu,Snow,Win,09-07-06
Bisu,Hwasin,Win,09-07-01
Bisu,Leta,Win,09-07-01
Bisu,free,Win,09-06-28
Bisu,JangBi,Win,09-06-25
Bisu,free,Win,09-06-25
Bisu,go.go,Loss,09-06-24
Bisu,Jaehoon,Win,09-06-23
Bisu,YellOw,Loss,09-06-20
Bisu,Hwasin,Loss,09-06-15
Bisu,JangBi,Loss,09-06-11
Bisu,JangBi,Win,09-06-10
Bisu,Stork,Loss,09-06-10
Bisu,Jaedong,Win,09-06-07
Bisu,HiyA,Win,09-06-07
Bisu,Really,Win,09-06-02
Bisu,keke,Win,09-05-30
Bisu,Violet,Loss,09-05-23
Bisu,hyvaa,Win,09-05-19
Bisu,RorO,Win,09-05-16
Bisu,EffOrt,Win,09-05-13
Bisu,Shuttle,Win,09-05-10
Bisu,Leta,Win,09-05-05
Bisu,ZerO,Win,09-05-02
Bisu,Calm,Win,09-04-30
Bisu,SuperNoVa,Win,09-04-30
Bisu,Reach,Win,09-04-27
Bisu,great,Loss,09-04-22
Bisu,BackHo,Win,09-04-19
Bisu,Light,Win,09-04-13
Bisu,Hwasin,Win,09-03-30
Bisu,Leta,Win,09-03-30
Bisu,NaDa,Win,09-03-30
Bisu,Flash,Win,09-03-30
Bisu,sAviOr,Loss,09-03-23
Bisu,Fantasy,Loss,09-03-20
Bisu,Fantasy,Loss,09-03-20
Bisu,Fantasy,Loss,09-03-20
Bisu,HoeJJa,Loss,09-03-15
Bisu,815,Win,09-03-15
Bisu,BeSt,Win,09-03-13
Bisu,RorO,Win,09-03-07
Bisu,keke,Win,09-03-07
Bisu,Mind,Win,09-03-07
Bisu,NaDa,Win,09-03-07
Bisu,BeSt,Win,09-03-06
Bisu,hero,Loss,09-03-03
Bisu,Kal,Win,09-03-03
Bisu,Jaedong,Loss,09-03-01
Bisu,Jaedong,Loss,09-03-01
Bisu,Jaedong,Win,09-03-01
Bisu,Jaedong,Loss,09-03-01
Bisu,Jaedong,Win,09-03-01
Bisu,Lomo,Win,09-02-28
Bisu,Jaedong,Win,09-02-28
Bisu,HiyA,Win,09-02-28
Bisu,Iris,Loss,09-02-25
Bisu,EffOrt,Win,09-02-25
Bisu,Movie,Win,09-02-25
Bisu,type-b,Win,09-02-22
Bisu,Tazza,Win,09-02-22
Bisu,HoGiL,Win,09-02-22
Bisu,Leta,Win,09-02-22
Bisu,YellOw[ArnC],Win,09-02-20
Bisu,GuemChi,Loss,09-02-16
Bisu,free,Win,09-02-16
Bisu,PianO,Win,09-02-16
Bisu,July,Win,09-02-13
Bisu,Light,Loss,09-02-09
Bisu,JangBi,Win,09-02-08
Bisu,JangBi,Win,09-02-08
Bisu,JangBi,Loss,09-02-08
Bisu,JangBi,Win,09-02-08
Bisu,Stork,Win,09-02-04
Bisu,JangBi,Loss,09-02-04
Bisu,great,Win,09-02-04
Bisu,Action,Win,09-02-01
Bisu,hyvaa,Win,09-02-01
Bisu,Light,Win,09-01-28
Bisu,Mind,Win,09-01-28
Bisu,Much,Win,09-01-28
Bisu,Much,Win,09-01-28
Bisu,Sea,Win,09-01-28
Bisu,Sea,Win,09-01-28
Bisu,Luxury,Loss,09-01-20
Bisu,sKyHigh,Win,09-01-18
Bisu,sKyHigh,Win,09-01-18
Bisu,sKyHigh,Win,09-01-18
Bisu,Anytime,Win,09-01-17
Bisu,ZerO,Loss,09-01-15
Bisu,maGma,Win,09-01-15
Bisu,sAviOr,Loss,09-01-15
Bisu,Flash,Win,09-01-12
Bisu,hero,Loss,09-01-09
Bisu,hero,Loss,09-01-09
Bisu,Pusan,Win,09-01-07
Bisu,Flash,Win,09-01-04
Bisu,Flash,Win,09-01-04
Bisu,Flash,Loss,09-01-04
Bisu,EffOrt,Win,09-01-04
Bisu,Movie,Win,09-01-04
Bisu,hyvaa,Win,08-12-29
Bisu,Jaedong,Loss,08-12-23
Bisu,Young,Win,08-12-23
Bisu,Stork,Win,08-12-20
Bisu,Pure,Win,08-12-15
Bisu,HoeJJa,Win,08-12-14
Bisu,HoeJJa,Win,08-12-14
Bisu,Reach,Win,08-12-03
Bisu,Calm,Win,08-11-30
Bisu,YellOw[ArnC],Win,08-11-25
Bisu,Tazza,Loss,08-11-25
Bisu,JangBi,Win,08-11-22
Bisu,JangBi,Win,08-11-22
Bisu,JangBi,Win,08-11-22
Bisu,JangBi,Loss,08-11-22
Bisu,free,Loss,08-11-17
Bisu,free,Win,08-11-15
Bisu,free,Loss,08-11-15
Bisu,free,Win,08-11-15
Bisu,free,Win,08-11-15
Bisu,Calm,Win,08-11-09
Bisu,Calm,Loss,08-11-09
Bisu,Calm,Win,08-11-09
Bisu,firebathero,Win,08-11-06
Bisu,firebathero,Win,08-11-06
Bisu,firebathero,Win,08-11-06
Bisu,Luxury,Win,08-11-04
Bisu,Jaehoon,Win,08-10-28
Bisu,Hwasin,Win,08-10-23
Bisu,hero,Win,08-10-19
Bisu,Hwasin,Win,08-10-16
Bisu,Devil,Win,08-10-12
Bisu,Devil,Win,08-10-12
Bisu,Much,Win,08-10-11
Bisu,firebathero,Loss,08-10-11
Bisu,BackHo,Win,08-10-11
Bisu,Stork,Loss,08-10-10
Bisu,Stork,Win,08-10-10
Bisu,oDin,Win,08-10-04
Bisu,Stork,Loss,08-10-03
Bisu,Much,Win,08-09-28
Bisu,July,Win,08-09-28
Bisu,Flash,Loss,08-09-26
Bisu,July,Loss,08-09-17
Bisu,Much,Win,08-09-12
Bisu,Iris,Win,08-08-15
Bisu,Iris,Loss,08-08-15
Bisu,Iris,Win,08-08-15
Bisu,FrOzen,Loss,08-08-12
Bisu,Stork,Win,08-08-12
Bisu,fOrGG,Loss,08-08-08
Bisu,fOrGG,Loss,08-08-08
Bisu,BaBy,Win,08-08-07
Bisu,Memory,Loss,08-08-07
Bisu,hyvaa,Win,08-08-07
Bisu,MC,Win,08-07-29
Bisu,MC,Win,08-07-29
Bisu,Luxury,Loss,08-07-25
Bisu,Chalrenge,Loss,08-07-25
Bisu,DarkElf,Loss,08-07-08
Bisu,Leta,Loss,08-07-05
Bisu,Jaedong,Win,08-06-28
Bisu,Stork,Win,08-06-24
Bisu,Calm,Loss,08-06-21
Bisu,Calm,Win,08-06-21
Bisu,free,Loss,08-06-04
Bisu,Pure,Win,08-06-01
Bisu,BackHo,Loss,08-05-30
Bisu,Much,Loss,08-05-23
Bisu,ZerO,Loss,08-05-21
Bisu,Mind,Win,08-05-16
Bisu,SangHo,Win,08-05-07
Bisu,Jaedong,Loss,08-05-01
Bisu,FrOzen,Win,08-05-01
Bisu,Jaedong,Loss,08-05-01
Bisu,Shuttle,Win,08-04-30
Bisu,Kwanro,Loss,08-04-21
Bisu,Flash,Loss,08-04-12
Bisu,Anytime,Loss,08-04-01
Bisu,Anytime,Loss,08-04-01
Bisu,Anytime,Win,08-04-01
Bisu,Anytime,Loss,08-04-01
Bisu,Anytime,Win,08-04-01
Bisu,Anytime,Loss,08-04-01
Bisu,Anytime,Win,08-04-01
Bisu,Flash,Loss,08-02-29
Bisu,Flash,Loss,08-02-29
Bisu,Flash,Loss,08-02-29
Bisu,Flash,Win,08-02-29
Bisu,Iris,Loss,08-02-25
Bisu,Iris,Loss,08-02-25
Bisu,Much,Win,08-02-22
Bisu,GGPlay,Win,08-02-20
Bisu,Light,Win,08-02-20
Bisu,Sea,Loss,08-02-20
Bisu,Midas,Win,08-02-18
Bisu,type-b,Win,08-02-18
Bisu,Much,Win,08-02-15
Bisu,July,Win,08-02-06
Bisu,XellOs,Win,08-02-06
Bisu,Luxury,Loss,08-01-30
Bisu,July,Loss,08-01-23
Bisu,Iris,Win,08-01-19
Bisu,XellOs,Win,08-01-16
Bisu,YellOw[ArnC],Loss,08-01-08
Bisu,Jaedong,Loss,08-01-08
Bisu,OversKy,Win,08-01-05
Bisu,OversKy,Win,08-01-05
Bisu,GGPlay,Loss,07-12-24
Bisu,free,Win,07-12-24
Bisu,UpMaGiC,Win,07-12-19
Bisu,UpMaGiC,Loss,07-12-19
Bisu,UpMaGiC,Win,07-12-19
Bisu,UpMaGiC,Win,07-12-19
Bisu,UpMaGiC,Loss,07-12-19
Bisu,Stork,Loss,07-12-14
Bisu,Stork,Loss,07-12-14
Bisu,Stork,Loss,07-12-14
Bisu,HiyA,Loss,07-12-03
Bisu,sAviOr,Win,07-11-30
Bisu,sAviOr,Win,07-11-30
Bisu,free,Loss,07-11-27
Bisu,sAviOr,Loss,07-11-23
Bisu,Mind,Loss,07-11-17
Bisu,Mind,Loss,07-11-17
Bisu,Mind,Win,07-11-17
Bisu,Mind,Loss,07-11-17
Bisu,XellOs,Win,07-11-10
Bisu,XellOs,Loss,07-11-10
Bisu,XellOs,Win,07-11-10
Bisu,XellOs,Win,07-11-10
Bisu,Shudder,Win,07-11-09
Bisu,Kwanro,Win,07-10-27
Bisu,Kwanro,Win,07-10-27
Bisu,Kwanro,Win,07-10-27
Bisu,UpMaGiC,Loss,07-10-26
Bisu,Hwasin,Win,07-10-20
Bisu,Hwasin,Win,07-10-20
Bisu,Hwasin,Loss,07-10-13
Bisu,free,Loss,07-10-02
Bisu,HerO_V_,Win,07-09-29
Bisu,GGPlay,Win,07-09-28
Bisu,Flash,Win,07-09-13
Bisu,iloveoov,Loss,07-09-13
Bisu,Flash,Win,07-09-13
Bisu,Luxury,Loss,07-08-30
Bisu,Shine[Name],Win,07-08-30
Bisu,go.go,Win,07-08-30
Bisu,Hwasin,Loss,07-08-18
Bisu,Light,Loss,07-08-14
Bisu,Light,Loss,07-08-14
Bisu,Light,Win,07-08-14
Bisu,Shark,Win,07-08-01
Bisu,firebathero,Win,07-08-01
Bisu,July,Loss,07-08-01
Bisu,Anytime,Loss,07-07-28
Bisu,Calm,Loss,07-07-22
Bisu,Stork,Win,07-07-14
Bisu,Stork,Loss,07-07-14
Bisu,Stork,Win,07-07-14
Bisu,Stork,Loss,07-07-14
Bisu,Stork,Win,07-07-14
Bisu,Rock,Win,07-07-03
Bisu,GoRush,Win,07-07-01
Bisu,GoRush,Win,07-07-01
Bisu,GoRush,Loss,07-07-01
Bisu,GoRush,Win,07-07-01
Bisu,Flash,Loss,07-06-29
Bisu,PokJu,Win,07-06-25
Bisu,Flash,Loss,07-06-22
Bisu,Hwasin,Win,07-06-21
Bisu,Hwasin,Loss,07-06-21
Bisu,Hwasin,Win,07-06-21
Bisu,Hwasin,Loss,07-06-21
Bisu,Hwasin,Win,07-06-21
Bisu,UpMaGiC,Win,07-06-19
Bisu,BeSt,Win,07-06-16
Bisu,Light,Win,07-06-10
Bisu,Anytime,Win,07-06-09
Bisu,Hwasin,Win,07-06-08
Bisu,Light,Win,07-05-31
Bisu,Much,Win,07-05-28
Bisu,DarkElf,Win,07-05-25
Bisu,Stork,Loss,07-05-21
Bisu,NaDa,Win,07-05-18
Bisu,Much,Loss,07-05-13
Bisu,BoxeR,Loss,07-05-06
Bisu,ChRh,Loss,07-05-06
Bisu,Freedom,Win,07-05-03
Bisu,OversKy,Loss,07-05-03
Bisu,Child,Win,07-05-03
Bisu,Midas,Loss,07-04-25
Bisu,free,Win,07-04-18
Bisu,Flash,Loss,07-04-18
Bisu,Midas,Win,07-04-18
Bisu,Child,Win,07-04-11
Bisu,Child,Win,07-04-11
Bisu,Child,Loss,07-04-11
Bisu,NaDa,Win,07-03-31
Bisu,sAviOr,Win,07-03-31
Bisu,Chalrenge,Win,07-03-15
Bisu,Chalrenge,Win,07-03-15
Bisu,Terror,Win,07-03-15
Bisu,Terror,Win,07-03-15
Bisu,Casy,Loss,07-03-11
Bisu,YellOw[ArnC],Win,07-03-11
Bisu,Shine[Name],Win,07-03-11
Bisu,Luxury,Win,07-03-11
Bisu,fOrGG,Loss,07-03-10
Bisu,Jaedong,Win,07-03-10
Bisu,Hwasin,Win,07-03-09
Bisu,sAviOr,Win,07-03-03
Bisu,sAviOr,Win,07-03-03
Bisu,sAviOr,Win,07-03-03
Bisu,Nal_rA,Win,07-02-08
Bisu,Nal_rA,Win,07-02-08
Bisu,Nal_rA,Win,07-02-08
Bisu,Light,Win,07-01-25
Bisu,Light,Win,07-01-25
Bisu,Light,Loss,07-01-25
Bisu,RainBOw,Loss,07-01-20
Bisu,Hwasin,Win,07-01-11
Bisu,Iris,Loss,07-01-07
Bisu,Canata,Win,07-01-04
Bisu,Anytime,Win,06-12-23
Bisu,fOrGG,Loss,06-12-23
Bisu,Iris,Win,06-12-21
Bisu,Nal_rA,Loss,06-12-14
Bisu,[Oops]ClouD,Win,06-12-09
Bisu,GoRush,Win,06-12-03
Bisu,fOrGG,Loss,06-11-29
Bisu,ChoJJa,Loss,06-11-29
Bisu,DarkElf,Win,06-11-29
Bisu,Silver,Loss,06-10-30
Bisu,Child,Win,06-10-15
Bisu,Goodfriend,Loss,06-10-13
Bisu,Goodfriend,Loss,06-10-04
Bisu,ToSky,Win,06-09-28
Bisu,ToSky,Loss,06-09-28
Bisu,ToSky,Win,06-09-28
Bisu,Goodfriend,Win,06-09-27
Bisu,JiHyun,Win,06-09-13
Bisu,Much,Loss,06-09-09
Bisu,ChoJJa,Win,06-09-08
Bisu,Nal_rA,Win,06-09-02
Bisu,Yooi,Win,06-08-28
Bisu,ELIZA,Win,06-08-28
Bisu,firebathero,Win,06-08-25
Bisu,Child,Win,06-08-03
Bisu,Child,Win,06-08-03
Bisu,Kuni,Win,06-08-03
Bisu,Kuni,Win,06-08-03
Bisu,BoxeR,Win,06-07-24
Bisu,firebathero,Loss,06-07-24
Bisu,Stay,Win,06-07-24
Bisu,Rumble,Loss,06-07-20
Bisu,Rumble,Win,06-07-20
Bisu,Rumble,Loss,06-07-20
Bisu,MuMyung,Win,06-06-28
Bisu,MuMyung,Win,06-06-28
Bisu,Max,Win,06-06-28
Bisu,Max,Win,06-06-28
Bisu,fOrGG,Win,06-06-28
Bisu,fOrGG,Win,06-06-28
Bisu,fOrGG,Loss,06-06-28
Bisu,Hery,Win,06-05-23
Bisu,Silver,Loss,06-05-23
Bisu,Tankboy,Loss,06-05-11
Bisu,Tankboy,Loss,06-05-11
Bisu,Tankboy,Win,06-05-11
Bisu,Memory,Loss,06-05-04
Bisu,Memory,Loss,06-05-04
Bisu,Memory,Win,06-05-04
Bisu,PokJu,Win,06-04-24
Bisu,Kosiro,Win,06-04-24
Bisu,pepe,Win,06-04-15
Bisu,oDin,Win,06-04-15
Bisu,bOy,Loss,06-04-15
Bisu,FrOzen,Loss,06-03-28
Bisu,FrOzen,Win,06-03-28
Bisu,FrOzen,Loss,06-03-28
Bisu,Center[Name],Win,06-03-28
Bisu,Center[Name],Win,06-03-28
Bisu,Center[Name],Win,06-03-27
Bisu,Center[Name],Loss,06-03-27
Bisu,Center[Name],Win,06-03-27
Bisu,Luxury,Win,06-03-27
Bisu,Luxury,Win,06-03-27
Bisu,Luxury,Loss,06-03-27
Bisu,firebathero,Win,06-03-27
Bisu,firebathero,Win,06-03-27
Bisu,firebathero,Loss,06-03-27
Bisu,EJi,Loss,06-02-28
Bisu,Gon,Loss,06-02-21
Bisu,FireFist,Loss,06-02-20
Bisu,First,Loss,06-02-15
Bisu,Hery,Loss,05-11-25
Bisu,Hery,Win,05-11-25
Bisu,Hery,Loss,05-11-25
Bisu,Clon,Win,05-11-25
Bisu,Clon,Win,05-11-25
Bisu,Rukawa,Win,05-11-25
Bisu,Rukawa,Win,05-11-25
Bisu,Anytime,Loss,05-10-24
Bisu,Junwi,Win,05-10-19
Bisu,OversKy,Loss,05-10-03
Bisu,Anytime,Loss,05-09-30
Bisu,Stay,Win,05-09-28
Flash,Bogus,Win,11-06-22
Flash,Jaedong,Loss,11-06-22
Flash,HyuN,Win,11-06-22
Flash,Hydra,Loss,11-06-20
Flash,Shuttle,Loss,11-06-18
Flash,Jaedong,Loss,11-06-15
Flash,BeSt,Loss,11-06-12
Flash,ZerO,Win,11-06-11
Flash,ZerO,Win,11-06-11
Flash,ZerO,Win,11-06-11
Flash,Reality,Loss,11-06-08
Flash,firebathero,Win,11-06-05
Flash,Hydra,Win,11-06-02
Flash,Hydra,Win,11-06-02
Flash,Hydra,Win,11-06-02
Flash,ZerG[kaL],Win,11-05-23
Flash,Leta,Win,11-05-21
Flash,Leta,Loss,11-05-21
Flash,Leta,Win,11-05-21
Flash,Reality,Win,11-05-18
Flash,Really,Win,11-05-15
Flash,Leta,Win,11-05-12
Flash,Shine,Win,11-05-10
Flash,ggaemo,Win,11-05-07
Flash,Much,Loss,11-05-07
Flash,Really,Win,11-05-05
Flash,Really,Loss,11-05-05
Flash,Jaedong,Loss,11-05-03
Flash,Hydra,Win,11-05-01
Flash,Movie,Win,11-05-01
Flash,Really,Win,11-04-30
Flash,BeSt,Loss,11-04-25
Flash,Bisu,Win,11-04-21
Flash,Jaedong,Loss,11-04-21
Flash,Bisu,Win,11-04-21
Flash,Bisu,Win,11-04-17
Flash,Bisu,Loss,11-04-09
Flash,s2,Win,11-04-09
Flash,BaBy,Loss,11-03-22
Flash,Mind,Win,11-03-22
Flash,RorO,Win,11-03-22
Flash,Stork,Win,11-03-13
Flash,Midas,Win,11-03-12
Flash,Food5,Win,11-03-12
Flash,Tyson,Loss,11-03-09
Flash,HyuN,Win,11-03-09
Flash,Sea,Win,11-03-09
Flash,Jaedong,Win,11-03-07
Flash,Calm,Loss,11-03-01
Flash,Bogus,Win,11-03-01
Flash,Stork,Loss,11-02-15
Flash,JangBi,Win,11-02-15
Flash,Grape,Win,11-02-15
Flash,BaBy,Win,11-02-13
Flash,Midas,Win,11-02-13
Flash,LuCifer,Win,11-02-13
Flash,Mind,Win,11-02-13
Flash,Jaehoon,Win,11-01-31
Flash,Light,Win,11-01-31
Flash,Sea,Win,11-01-31
Flash,ZerO,Loss,11-01-26
Flash,Really,Win,11-01-26
Flash,Neo.G_Soulkey,Win,11-01-26
Flash,Bogus,Win,11-01-23
Flash,sKyHigh,Win,11-01-15
Flash,Leta,Win,11-01-15
Flash,Snow,Win,11-01-15
Flash,Bisu,Win,11-01-08
Flash,Ssak,Win,11-01-08
Flash,Fantasy,Win,11-01-08
Flash,Leta,Win,10-12-27
Flash,BackHo,Win,10-12-25
Flash,Hyuk,Loss,10-12-22
Flash,Really,Win,10-12-19
Flash,Classic,Loss,10-12-16
Flash,Ssak,Loss,10-12-16
Flash,Paralyze,Win,10-12-15
Flash,BeSt,Win,10-12-15
Flash,ggaemo,Win,10-12-13
Flash,Kal,Loss,10-12-08
Flash,Light,Loss,10-12-07
Flash,RorO,Win,10-12-05
Flash,TurN,Win,10-11-30
Flash,Juni,Win,10-11-30
Flash,Calm,Win,10-11-28
Flash,Light,Win,10-11-17
Flash,Snow,Win,10-11-14
Flash,Neo.G_Soulkey,Win,10-11-10
Flash,Modesty,Win,10-11-08
Flash,Stork,Win,10-11-01
Flash,RuBy,Win,10-10-26
Flash,RorO,Win,10-10-24
Flash,HiyA,Win,10-10-19
Flash,BeSt,Loss,10-10-16
Flash,n.Die_soO,Win,10-10-16
Flash,Jaedong,Win,10-09-11
Flash,Jaedong,Win,10-09-11
Flash,Jaedong,Loss,10-09-11
Flash,Jaedong,Win,10-09-11
Flash,free,Win,10-09-03
Flash,free,Loss,10-09-03
Flash,free,Win,10-09-03
Flash,free,Win,10-09-03
Flash,Jaedong,Win,10-08-28
Flash,Jaedong,Loss,10-08-28
