p1,p2,result,date
HuK,Socke,Win,10-09-05
HuK,Socke,Loss,10-09-05
HuK,SeleCT,Win,10-09-05
HuK,SeleCT,Loss,10-09-05
HuK,SeleCT,Loss,10-09-05
HuK,SeleCT,Win,10-09-05
HuK,SeleCT,Win,10-09-05
HuK,Lastshadow,Win,10-09-05
HuK,Lastshadow,Win,10-09-05
HuK,Machine,Loss,10-09-05
HuK,Machine,Loss,10-09-05
HuK,KiWiKaKi,Win,10-09-04
HuK,KiWiKaKi,Win,10-09-04
HuK,MorroW,Loss,10-09-03
HuK,MorroW,Loss,10-09-03
HuK,MorroW,Win,10-09-03
HuK,MorroW,Loss,10-09-03
HuK,MorroW,Loss,10-09-03
HuK,MorroW,Win,10-09-03
HuK,KiWiKaKi,Win,10-08-28
HuK,KiWiKaKi,Win,10-08-28
HuK,KiWiKaKi,Loss,10-08-28
HuK,KiWiKaKi,Win,10-08-28
HuK,KiWiKaKi,Win,10-08-28
HuK,KiWiKaKi,Loss,10-08-28
HuK,CauthonLuck,Win,10-08-28
HuK,CauthonLuck,Win,10-08-28
HuK,CauthonLuck,Loss,10-08-28
HuK,qxc,Win,10-08-28
HuK,qxc,Win,10-08-28
HuK,Suggy,Win,10-08-27
HuK,Suggy,Win,10-08-27
HuK,Suggy,Loss,10-08-27
HuK,NarutO,Loss,10-08-25
HuK,NarutO,Loss,10-08-25
HuK,EnTi,Win,10-08-25
HuK,EnTi,Win,10-08-25
HuK,Artosis,Loss,10-08-18
HuK,Artosis,Win,10-08-18
HuK,Artosis,Loss,10-08-18
HuK,Tarson,Win,10-08-18
HuK,Tarson,Loss,10-08-18
HuK,Tarson,Win,10-08-18
HuK,MorroW,Loss,10-08-18
HuK,MorroW,Loss,10-08-18
HuK,Socke,Win,10-08-15
HuK,Socke,Loss,10-08-15
HuK,Socke,Win,10-08-15
HuK,DIMAGA,Win,10-08-15
HuK,DIMAGA,Win,10-08-15
HuK,MorroW,Win,10-08-15
HuK,MorroW,Win,10-08-15
HuK,MorroW,Loss,10-08-15
HuK,ClouD,Loss,10-08-15
HuK,ClouD,Loss,10-08-15
HuK,Machine,Win,10-08-15
HuK,Machine,Win,10-08-15
HuK,Machine,Win,10-08-15
HuK,Machine,Loss,10-08-15
HuK,MurDeR,Loss,10-08-14
HuK,MurDeR,Win,10-08-14
HuK,MurDeR,Loss,10-08-14
HuK,Silver,Win,10-08-14
HuK,Silver,Loss,10-08-14
HuK,Silver,Win,10-08-14
HuK,DIMAGA,Loss,10-08-13
HuK,DIMAGA,Loss,10-08-13
HuK,DIMAGA,Win,10-08-13
HuK,LaLuSh,Loss,10-08-12
HuK,LaLuSh,Win,10-08-12
HuK,LaLuSh,Loss,10-08-12
HuK,Kas,Loss,10-08-11
HuK,Capoch,Win,10-08-08
HuK,Capoch,Loss,10-08-08
HuK,Capoch,Win,10-08-08
HuK,Capoch,Win,10-08-08
HuK,ThisIsJimmy,Win,10-08-08
HuK,ThisIsJimmy,Win,10-08-08
HuK,ThisIsJimmy,Win,10-08-08
HuK,ThisIsJimmy,Win,10-08-08
HuK,CatZ,Win,10-08-08
HuK,CatZ,Win,10-08-08
HuK,MorroW,Win,10-08-08
HuK,MorroW,Win,10-08-08
HuK,DIMAGA,Loss,10-08-06
HuK,DIMAGA,Win,10-08-06
HuK,DIMAGA,Win,10-08-06
HuK,DIMAGA,Loss,10-08-06
HuK,DIMAGA,Loss,10-08-06
HuK,Socke,Loss,10-08-06
HuK,Socke,Loss,10-08-06
HuK,NightEnD,Win,10-08-04
HuK,NightEnD,Win,10-08-04
HuK,Silver,Loss,10-08-02
HuK,Silver,Win,10-08-02
HuK,Silver,Loss,10-08-02
HuK,Silver,Win,10-08-02
HuK,Silver,Loss,10-08-02
HuK,KawaiiRice,Loss,10-08-01
HuK,KawaiiRice,Win,10-08-01
HuK,KawaiiRice,Loss,10-08-01
HuK,ThisIsJimmy,Win,10-08-01
HuK,ThisIsJimmy,Loss,10-08-01
HuK,ThisIsJimmy,Win,10-08-01
HuK,Drewbie,Win,10-08-01
HuK,Drewbie,Loss,10-08-01
HuK,Drewbie,Win,10-08-01
HuK,Socke,Loss,10-08-01
HuK,Socke,Win,10-08-01
HuK,Socke,Loss,10-08-01
HuK,ZeuS,Win,10-07-28
HuK,ZeuS,Win,10-07-28
HuK,ZeuS,Loss,10-07-28
HuK,ZeuS,Win,10-07-28
HuK,Skillet,Win,10-07-28
HuK,Skillet,Win,10-07-28
MC,HuK,Loss,11-06-26
MC,HuK,Win,11-06-26
MC,HuK,Loss,11-06-26
MC,HuK,Loss,11-06-26
MC,Tarson,Win,11-06-26
MC,Tarson,Win,11-06-26
MC,Tarson,Win,11-06-26
MC,Tarson,Loss,11-06-26
MC,Stephano,Win,11-06-25
MC,Stephano,Win,11-06-25
MC,NaNiwa,Loss,11-06-25
MC,NaNiwa,Win,11-06-25
MC,NaNiwa,Loss,11-06-25
MC,ThorZaIN,Win,11-06-25
MC,ThorZaIN,Win,11-06-25
MC,Jinro,Win,11-06-25
MC,Jinro,Win,11-06-25
MC,Tyler,Win,11-06-24
MC,Tyler,Win,11-06-24
MC,XlorD,Win,11-06-24
MC,XlorD,Win,11-06-24
MC,DeMusliM,Win,11-06-24
MC,DeMusliM,Win,11-06-24
MC,Bomber,Loss,11-06-20
MC,Bomber,Loss,11-06-20
MC,Bomber,Win,11-06-20
MC,KiWiKaKi,Win,11-06-19
MC,KiWiKaKi,Win,11-06-19
MC,CrunCher,Win,11-06-19
MC,CrunCher,Win,11-06-19
MC,IdrA,Win,11-06-19
MC,IdrA,Win,11-06-19
MC,ClouD,Win,11-06-18
MC,ClouD,Win,11-06-18
MC,Naugrim,Win,11-06-18
MC,Naugrim,Win,11-06-18
MC,Naugrim,Loss,11-06-18
MC,TT1,Win,11-06-18
MC,TT1,Win,11-06-18
MC,Adelscott,Win,11-06-18
MC,Adelscott,Win,11-06-18
MC,Adelscott,Loss,11-06-18
MC,Sen,Win,11-06-18
MC,Sen,Win,11-06-18
MC,xiaOt,Win,11-06-11
MC,xiaOt,Win,11-06-11
MC,xiaOt,Win,11-06-11
MC,xiaOt,Loss,11-06-11
MC,SeleCT,Win,11-06-11
MC,SeleCT,Win,11-06-11
MC,SeleCT,Loss,11-06-11
MC,LosirA,Loss,11-06-05
MC,LosirA,Win,11-06-05
MC,LosirA,Loss,11-06-05
MC,IdrA,Win,11-06-05
MC,IdrA,Win,11-06-05
MC,IdrA,Win,11-06-05
MC,IdrA,Win,11-06-05
MC,NaNiwa,Win,11-06-05
MC,NaNiwa,Win,11-06-05
MC,Moon,Win,11-06-05
MC,Moon,Win,11-06-05
MC,Moon,Loss,11-06-05
MC,ThorZaIN,Win,11-06-05
MC,ThorZaIN,Loss,11-06-05
MC,ThorZaIN,Win,11-06-05
MC,ThorZaIN,Loss,11-06-05
MC,ThorZaIN,Win,11-06-04
MC,ThorZaIN,Win,11-06-04
MC,SeleCT,Win,11-06-04
MC,SeleCT,Win,11-06-04
MC,Tyler,Win,11-06-03
MC,Tyler,Loss,11-06-03
MC,Tyler,Win,11-06-03
MC,Ret,Win,11-06-03
MC,Ret,Win,11-06-03
MC,IdrA,Loss,11-06-03
MC,IdrA,Loss,11-06-03
MC,CatZ,Win,11-05-28
MC,CatZ,Loss,11-05-28
MC,CatZ,Win,11-05-28
MC,HasuObs,Win,11-05-21
MC,HasuObs,Win,11-05-21
MC,HasuObs,Loss,11-05-21
MC,Ace,Win,11-05-16
MC,Ace,Win,11-05-16
MC,Stalife,Win,11-05-14
MC,Stalife,Win,11-05-14
MC,Stalife,Loss,11-05-14
MC,Jinro,Win,11-05-09
MC,Jinro,Win,11-05-09
MC,Machine,Win,11-05-07
MC,Machine,Win,11-05-07
MC,Loner,Win,11-05-02
MC,Loner,Win,11-05-02
MC,Ace,Loss,11-04-30
MC,Ace,Loss,11-04-30
MC,Kas,Win,11-04-24
MC,Kas,Win,11-04-24
MC,Kas,Win,11-04-24
MC,Kas,Win,11-04-24
MC,MorroW,Win,11-04-24
MC,MorroW,Loss,11-04-24
MC,MorroW,Win,11-04-24
MC,MorroW,Win,11-04-24
MC,Joe,Win,11-04-24
MC,Joe,Win,11-04-24
MC,Seiplo,Win,11-04-24
MC,Seiplo,Win,11-04-24
MC,ChewbroCColi,Win,11-04-24
MC,ChewbroCColi,Win,11-04-24
MC,Ret,Loss,11-04-23
MC,Ret,Loss,11-04-23
MC,ThorZaIN,Loss,11-04-23
MC,ThorZaIN,Win,11-04-23
MC,ThorZaIN,Win,11-04-23
MC,ThorZaIN,Loss,11-04-23
MC,ThorZaIN,Loss,11-04-23
MC,White-Ra,Win,11-04-12
MC,White-Ra,Win,11-04-12
MC,White-Ra,Win,11-04-12
MC,White-Ra,Loss,11-04-12
MC,White-Ra,Loss,11-04-12
MC,IdrA,Win,11-04-12
MC,IdrA,Win,11-04-12
MC,MorroW,Win,11-04-12
MC,MorroW,Loss,11-04-12
MC,MorroW,Win,11-04-12
MC,White-Ra,Win,11-04-09
MC,White-Ra,Win,11-04-09
MC,White-Ra,Win,11-04-09
MC,MarineKing,Loss,11-04-05
MC,MarineKing,Loss,11-04-05
MC,MarineKing,Loss,11-04-05
MC,MarineKing,Win,11-04-05
MC,MarineKing,Win,11-04-05
MC,anypro,Win,11-04-02
MC,anypro,Win,11-04-02
MC,anypro,Win,11-04-02
MC,MorroW,Win,11-03-31
MC,MorroW,Win,11-03-31
MC,White-Ra,Loss,11-03-29
MC,TT1,Win,11-03-29
MC,Check,Loss,11-03-26
MC,Check,Loss,11-03-26
MC,MoMaN,Win,11-03-26
MC,MoMaN,Win,11-03-26
MC,Axslav,Win,11-03-26
MC,Axslav,Win,11-03-26
MC,ClouD,Loss,11-03-26
MC,ClouD,Loss,11-03-26
MC,AlexCMoi,Win,11-03-26
MC,AlexCMoi,Win,11-03-26
MC,Ciara,Win,11-03-20
MC,Ciara,Win,11-03-20
MC,TOP,Loss,10-12-30
MC,TOP,Loss,10-12-30
MC,TOP,Loss,10-12-30
MC,TOP,Loss,10-12-30
MC,Ret,Win,10-12-29
MC,Ret,Win,10-12-29
MC,Ret,Win,10-12-29
MC,Naama,Win,10-12-28
MC,Naama,Win,10-12-28
NaNiwa,KawaiiRice,Win,11-07-03
NaNiwa,KawaiiRice,Win,11-07-03
NaNiwa,HuK,Loss,11-06-26
NaNiwa,HuK,Loss,11-06-26
NaNiwa,HuK,Loss,11-06-26
NaNiwa,HuK,Win,11-06-26
NaNiwa,HuK,Loss,11-06-26
NaNiwa,HuK,Win,11-06-26
NaNiwa,HuK,Loss,11-06-26
NaNiwa,HuK,Win,11-06-26
NaNiwa,HuK,Loss,11-06-26
NaNiwa,HuK,Win,11-06-26
NaNiwa,MC,Win,11-06-25
NaNiwa,MC,Loss,11-06-25
NaNiwa,MC,Win,11-06-25
NaNiwa,Adelscott,Win,11-06-25
NaNiwa,Adelscott,Win,11-06-25
NaNiwa,ClouD,Win,11-06-25
NaNiwa,ClouD,Win,11-06-25
NaNiwa,Bischu,Win,11-06-24
NaNiwa,Bischu,Win,11-06-24
NaNiwa,Bischu,Loss,11-06-24
NaNiwa,Tarson,Win,11-06-24
NaNiwa,Tarson,Loss,11-06-24
NaNiwa,Tarson,Win,11-06-24
NaNiwa,DIMAGA,Win,11-06-24
NaNiwa,DIMAGA,Loss,11-06-24
NaNiwa,DIMAGA,Win,11-06-24
NaNiwa,Moon,Loss,11-06-20
NaNiwa,Moon,Loss,11-06-20
NaNiwa,BRAT_OK,Win,11-06-19
NaNiwa,BRAT_OK,Win,11-06-19
NaNiwa,DarKFoRcE,Loss,11-06-18
NaNiwa,DarKFoRcE,Loss,11-06-18
NaNiwa,Axslav,Win,11-06-18
NaNiwa,Axslav,Win,11-06-18
NaNiwa,Ret,Win,11-06-18
NaNiwa,Ret,Win,11-06-18
NaNiwa,Tyler,Win,11-06-18
NaNiwa,Tyler,Win,11-06-18
NaNiwa,Strelok,Win,11-06-18
NaNiwa,Strelok,Loss,11-06-18
NaNiwa,Strelok,Win,11-06-18
NaNiwa,Jimpo,Win,11-06-18
NaNiwa,Jimpo,Win,11-06-18
NaNiwa,MoMaN,Win,11-06-18
NaNiwa,MoMaN,Win,11-06-18
NaNiwa,sixjaxMajOr,Loss,11-06-13
NaNiwa,sixjaxMajOr,Loss,11-06-13
NaNiwa,sixjaxMajOr,Win,11-06-13
NaNiwa,Socke,Win,11-06-12
NaNiwa,Socke,Win,11-06-12
NaNiwa,Socke,Win,11-06-12
NaNiwa,Socke,Loss,11-06-12
NaNiwa,Strelok,Win,11-06-12
NaNiwa,Strelok,Loss,11-06-12
NaNiwa,Strelok,Win,11-06-12
NaNiwa,HayprO,Win,11-06-10
NaNiwa,HayprO,Win,11-06-10
NaNiwa,Destiny,Win,11-06-06
NaNiwa,Destiny,Loss,11-06-06
NaNiwa,Destiny,Win,11-06-06
NaNiwa,MC,Loss,11-06-05
NaNiwa,MC,Loss,11-06-05
NaNiwa,LosirA,Loss,11-06-05
NaNiwa,LosirA,Loss,11-06-05
NaNiwa,Fenix,Win,11-06-04
NaNiwa,Fenix,Win,11-06-04
NaNiwa,Drewbie,Win,11-06-04
NaNiwa,Drewbie,Loss,11-06-04
NaNiwa,Drewbie,Win,11-06-04
NaNiwa,SLush,Loss,11-06-03
NaNiwa,SLush,Loss,11-06-03
NaNiwa,SLush,Win,11-06-03
NaNiwa,Gretorp,Win,11-06-03
NaNiwa,Gretorp,Win,11-06-03
NaNiwa,Moon,Win,11-06-03
NaNiwa,Moon,Win,11-06-03
NaNiwa,Axslav,Win,11-05-27
NaNiwa,Axslav,Win,11-05-27
NaNiwa,MorroW,Loss,11-05-21
NaNiwa,MorroW,Loss,11-05-21
NaNiwa,SaSe,Loss,11-05-21
NaNiwa,SaSe,Loss,11-05-21
NaNiwa,meRz,Win,11-05-21
NaNiwa,meRz,Win,11-05-21
NaNiwa,MoSiE,Win,11-05-21
NaNiwa,MoSiE,Win,11-05-21
NaNiwa,NaDa,Loss,11-05-20
NaNiwa,NaDa,Loss,11-05-20
NaNiwa,Socke,Win,11-05-18
NaNiwa,Socke,Win,11-05-18
NaNiwa,NightEnD,Loss,11-05-18
NaNiwa,NightEnD,Loss,11-05-18
NaNiwa,NightEnD,Win,11-05-18
NaNiwa,ThorZaIN,Loss,11-05-15
NaNiwa,ThorZaIN,Loss,11-05-15
NaNiwa,ThorZaIN,Loss,11-05-15
NaNiwa,ThorZaIN,Win,11-05-15
NaNiwa,ThorZaIN,Win,11-05-15
NaNiwa,ThorZaIN,Win,11-05-15
NaNiwa,ThorZaIN,Loss,11-05-15
NaNiwa,Squirtle,Loss,11-05-13
NaNiwa,Squirtle,Win,11-05-13
NaNiwa,Squirtle,Loss,11-05-13
NaNiwa,HasuObs,Win,11-05-08
NaNiwa,HasuObs,Win,11-05-08
NaNiwa,HasuObs,Win,11-05-08
NaNiwa,HasuObs,Win,11-05-08
NaNiwa,HasuObs,Loss,11-05-08
NaNiwa,SLush,Win,11-05-06
NaNiwa,SLush,Win,11-05-06
NaNiwa,dde,Win,11-04-29
NaNiwa,dde,Win,11-04-29
NaNiwa,Naama,Win,11-04-27
NaNiwa,Naama,Loss,11-04-27
NaNiwa,Naama,Win,11-04-27
NaNiwa,Satiini,Win,11-04-27
NaNiwa,Satiini,Loss,11-04-27
NaNiwa,Satiini,Win,11-04-27
NaNiwa,CrunCher,Win,11-04-24
NaNiwa,CrunCher,Loss,11-04-24
NaNiwa,CrunCher,Win,11-04-24
NaNiwa,CrunCher,Loss,11-04-24
NaNiwa,CrunCher,Win,11-04-24
NaNiwa,KawaiiRice,Win,11-04-22
NaNiwa,KawaiiRice,Win,11-04-22
NaNiwa,GoOdy,Win,11-04-17
NaNiwa,GoOdy,Win,11-04-17
NaNiwa,GoOdy,Win,11-04-17
NaNiwa,GoOdy,Loss,11-04-17
NaNiwa,Socke,Win,11-04-17
NaNiwa,Socke,Win,11-04-17
NaNiwa,SeleCT,Win,11-04-17
NaNiwa,SeleCT,Win,11-04-17
NaNiwa,Socke,Win,11-04-16
NaNiwa,Socke,Win,11-04-16
NaNiwa,BlinG,Win,11-04-16
NaNiwa,BlinG,Win,11-04-16
NaNiwa,BlinG,Win,11-04-16
NaNiwa,Socke,Loss,11-04-16
NaNiwa,SeleCT,Loss,11-04-16
NaNiwa,HasuObs,Win,11-04-16
NaNiwa,SjoW,Win,11-04-16
NaNiwa,ParanOid,Win,11-04-10
NaNiwa,ParanOid,Loss,11-04-10
NaNiwa,ParanOid,Win,11-04-10
NaNiwa,KiWiKaKi,Win,11-04-03
NaNiwa,KiWiKaKi,Loss,11-04-03
NaNiwa,KiWiKaKi,Loss,11-04-03
NaNiwa,KiWiKaKi,Win,11-04-03
NaNiwa,SeleCT,Win,11-04-03
NaNiwa,SeleCT,Win,11-04-03
NaNiwa,KiWiKaKi,Win,11-04-03
NaNiwa,KiWiKaKi,Win,11-04-03
NaNiwa,Drewbie,Win,11-04-02
NaNiwa,Drewbie,Win,11-04-02
NaNiwa,Tyler,Win,11-04-02
NaNiwa,Tyler,Win,11-04-02
NaNiwa,Agh,Win,11-04-02
NaNiwa,Agh,Win,11-04-02
NaNiwa,Machine,Win,11-04-02
NaNiwa,Machine,Win,11-04-02
NaNiwa,ViBE,Win,11-04-02
NaNiwa,ViBE,Win,11-04-02
NaNiwa,TriMaster,Win,11-04-02
NaNiwa,TriMaster,Win,11-04-02
NaNiwa,Pokebunny,Win,11-04-01
NaNiwa,Pokebunny,Win,11-04-01
NaNiwa,Binski,Win,11-04-01
NaNiwa,Binski,Win,11-04-01
NaNiwa,GoOdy,Win,11-03-28
NaNiwa,GoOdy,Loss,11-03-28
NaNiwa,GoOdy,Win,11-03-28
NaNiwa,Ret,Win,11-03-26
NaNiwa,Ret,Loss,11-03-26
NaNiwa,Ret,Win,11-03-26
NaNiwa,ToD,Loss,11-03-23
NaNiwa,ToD,Loss,11-03-23
NaNiwa,Sen,Loss,11-03-20
NaNiwa,Sen,Win,11-03-20
NaNiwa,Sen,Loss,11-03-20
NaNiwa,Sen,Loss,11-03-20
NaNiwa,Sen,Win,11-03-20
NaNiwa,Fenix,Win,11-03-20
NaNiwa,Fenix,Win,11-03-20
NaNiwa,IdrA,Win,11-03-13
NaNiwa,IdrA,Loss,11-03-13
NaNiwa,IdrA,Win,11-03-13
NaNiwa,iNcontroL,Win,11-03-12
NaNiwa,iNcontroL,Win,11-03-12
NaNiwa,Strelok,Win,11-03-11
NaNiwa,Strelok,Win,11-03-11
NaNiwa,Strelok,Loss,11-03-11
NaNiwa,MorroW,Win,11-03-10
NaNiwa,MorroW,Win,11-03-10
NaNiwa,MorroW,Loss,11-03-10
NaNiwa,MorroW,Win,11-03-10
NaNiwa,MorroW,Win,11-03-10
NaNiwa,MorroW,Loss,11-03-10
NaNiwa,Kas,Loss,11-02-28
