p1,p2,result,date
R. Nadal,J. Del Potro,Loss,11-06-27
M. Youzhny,R. Federer,Win,11-06-27
M. Youzhny,R. Federer,Loss,11-06-27
M. Youzhny,R. Federer,Loss,11-06-27
M. Youzhny,R. Federer,Loss,11-06-27
D. Ferrer,J. Tsonga,Loss,11-06-27
D. Ferrer,J. Tsonga,Loss,11-06-27
D. Ferrer,J. Tsonga,Loss,11-06-27
A. Delic,G. Jones,Win,11-06-27
A. Delic,G. Jones,Loss,11-06-27
A. Delic,G. Jones,Loss,11-06-27
M. Venus,G. Soeda,Win,11-06-27
M. Venus,G. Soeda,Win,11-06-27
M. Venus,G. Soeda,Loss,11-06-27
R. De Voest,R. Borvanov,Win,11-06-27
R. De Voest,R. Borvanov,Win,11-06-27
R. De Voest,R. Borvanov,Loss,11-06-27
A. Kuznetsov,A. Begemann,Loss,11-06-27
A. Kuznetsov,A. Begemann,Loss,11-06-27
D. Udomchoke,J. Blake,Loss,11-06-27
D. Udomchoke,J. Blake,Loss,11-06-27
V. Pospisil,T. Smyczek,Win,11-01-28
V. Pospisil,T. Smyczek,Win,11-01-28
A. Falla,G. Lapentti,Loss,11-01-28
A. Falla,G. Lapentti,Loss,11-01-28
F. Serra,D. Giorgini,Win,11-01-28
F. Serra,D. Giorgini,Win,11-01-28
S. Robert,M. Slanar,Win,11-01-28
S. Robert,M. Slanar,Win,11-01-28
M. Sibilla,A. Sadecky,Loss,11-01-28
M. Sibilla,A. Sadecky,Loss,11-01-28
D. Ferrer,A. Murray,Win,11-01-28
D. Ferrer,A. Murray,Loss,11-01-28
D. Ferrer,A. Murray,Loss,11-01-28
D. Ferrer,A. Murray,Loss,11-01-28
S. Dev Varman,A. Martin,Loss,11-01-28
S. Dev Varman,A. Martin,Loss,11-01-28
F. Cipolla,D. Tursunov,Win,11-01-28
F. Cipolla,D. Tursunov,Loss,11-01-28
F. Cipolla,D. Tursunov,Loss,11-01-28
L. Rosol,M. Yani,Win,11-01-28
L. Rosol,M. Yani,Win,11-01-28
L. Rosol,M. Yani,Loss,11-01-28
T. Ito,G. Soeda,Loss,11-01-28
T. Ito,G. Soeda,Loss,11-01-28
M. Bachinger,J. Huta Galung,Win,11-01-28
M. Bachinger,J. Huta Galung,Loss,11-01-28
M. Bachinger,J. Huta Galung,Loss,11-01-28
I. Bozoljac,C. Niland,Win,11-01-28
I. Bozoljac,C. Niland,Win,11-01-28
B. Knittel,D. Meffert,Win,11-01-28
B. Knittel,D. Meffert,Win,11-01-28
D. Brands,M. Berrer,Win,11-01-28
D. Brands,M. Berrer,Win,11-01-28
A. Molteni,R. El Amrani,Win,11-01-28
A. Molteni,R. El Amrani,Loss,11-01-28
A. Molteni,R. El Amrani,Loss,11-01-28
E. Prodon,J. Souza,Win,11-01-28
E. Prodon,J. Souza,Win,11-01-28
E. Prodon,J. Souza,Loss,11-01-28
G. Lapentti,F. Romboli,Loss,11-01-28
G. Lapentti,F. Romboli,Loss,11-01-28
M. Russell,V. Pospisil,Win,11-01-28
M. Russell,V. Pospisil,Win,11-01-28
R. Sweeting,R. Harrison,Loss,11-01-28
R. Sweeting,R. Harrison,Loss,11-01-28
B. Reynolds,A. Kuznetsov,Win,11-01-28
B. Reynolds,A. Kuznetsov,Loss,11-01-28
B. Reynolds,A. Kuznetsov,Loss,11-01-28
J. Witten,R. Kendrick,Win,11-01-28
J. Witten,R. Kendrick,Win,11-01-28
J. Witten,R. Kendrick,Loss,11-01-28
J. Acasuso,G. Elias,Win,11-01-28
J. Acasuso,G. Elias,Win,11-01-28
A. Morita,D. Kustova,Win,11-02-28
A. Morita,D. Kustova,Win,11-02-28
K. Chang,S. Zhang,Win,11-02-28
K. Chang,S. Zhang,Loss,11-02-28
K. Chang,S. Zhang,Loss,11-02-28
L. Safarova,Z. Diyas,Win,11-02-28
L. Safarova,Z. Diyas,Win,11-02-28
J. Namigata,U. Radwanska,Loss,11-02-28
J. Namigata,U. Radwanska,Loss,11-02-28
K. Kravchuk,J. Millman,Loss,11-02-28
K. Kravchuk,J. Millman,Loss,11-02-28
F. Schiavone,J. Dokic,Win,11-02-28
F. Schiavone,J. Dokic,Loss,11-02-28
F. Schiavone,J. Dokic,Loss,11-02-28
G. Burquier,A. Kudryavtsev,Win,11-02-28
G. Burquier,A. Kudryavtsev,Loss,11-02-28
G. Burquier,A. Kudryavtsev,Loss,11-02-28
A. Beck,M. Semjan,Win,11-02-28
A. Beck,M. Semjan,Loss,11-02-28
A. Beck,M. Semjan,Loss,11-02-28
A. Brianti,N. Lertcheewakarn,Win,11-02-28
A. Brianti,N. Lertcheewakarn,Loss,11-02-28
A. Brianti,N. Lertcheewakarn,Loss,11-02-28
P. Galdon,F. Arguello,Win,11-02-28
A. Sidorenko,P. Cervenak,Win,11-02-28
A. Sidorenko,P. Cervenak,Win,11-02-28
A. Daescu,M. Matosevic,Loss,11-02-28
A. Daescu,M. Matosevic,Loss,11-02-28
F. Bagnis,J. Souza,Win,11-02-28
F. Bagnis,J. Souza,Win,11-02-28
J. Dasnieres De Veigy,K. Kim,Win,11-02-28
J. Dasnieres De Veigy,K. Kim,Win,11-02-28
M. Ebden,J. Jenkins,Win,11-02-28
M. Ebden,J. Jenkins,Win,11-02-28
M. Ebden,J. Jenkins,Loss,11-02-28
A. Molteni,R. Ghedin,Win,11-02-28
A. Molteni,R. Ghedin,Win,11-02-28
A. Molteni,R. Ghedin,Loss,11-02-28
G. Dimitrov,D. Guez,Win,11-02-28
G. Dimitrov,D. Guez,Win,11-02-28
S. Groth,T. Smyczek,Win,11-02-28
Y. Mertens,S. Bohli,Win,11-02-28
Y. Mertens,S. Bohli,Loss,11-02-28
Y. Mertens,S. Bohli,Loss,11-02-28
A. Kerber,P. Hercog,Loss,11-02-28
A. Kerber,P. Hercog,Loss,11-02-28
E. Nunez,H. Zeballos,Win,11-02-28
E. Nunez,H. Zeballos,Loss,11-02-28
E. Nunez,H. Zeballos,Loss,11-02-28
R. De Voest,J. Sock,Loss,11-02-28
R. De Voest,J. Sock,Loss,11-02-28
G. Arn,S. Zahlavova,Win,11-02-28
G. Arn,S. Zahlavova,Win,11-02-28
R. Schuettler,A. Domijan,Win,11-02-28
R. Schuettler,A. Domijan,Win,11-02-28
D. Brown,P. Simmonds,Win,11-02-28
D. Brown,P. Simmonds,Win,11-02-28
G. Lapentti,J. Silva,Win,11-02-28
G. Lapentti,J. Silva,Win,11-02-28
G. Lapentti,J. Silva,Loss,11-02-28
I. Klec,B. Phau,Loss,11-02-28
I. Klec,B. Phau,Loss,11-02-28
B. Dabul,R. Camilo,Win,11-02-28
B. Dabul,R. Camilo,Win,11-02-28
B. Dabul,R. Camilo,Loss,11-02-28
A. Rezai,A. Kudryavtseva,Loss,11-02-28
A. Rezai,A. Kudryavtseva,Loss,11-02-28
V. Azarenka,D. Cibulkova,Win,11-03-28
V. Azarenka,D. Cibulkova,Win,11-03-28
V. Azarenka,D. Cibulkova,Loss,11-03-28
J. Blake,N. Djokovic,Loss,11-03-28
J. Blake,N. Djokovic,Loss,11-03-28
T. Schoorel,D. Gremelmayr,Win,11-03-28
T. Schoorel,D. Gremelmayr,Win,11-03-28
M. Trevisan,J. Huta Galung,Loss,11-03-28
M. Trevisan,J. Huta Galung,Loss,11-03-28
A. Bedene,I. Sijsling,Win,11-03-28
A. Bedene,I. Sijsling,Win,11-03-28
M. Rodrigues,K. De Schepper,Win,11-03-28
M. Rodrigues,K. De Schepper,Loss,11-03-28
M. Rodrigues,K. De Schepper,Loss,11-03-28
S. Bubka,R. Jouan,Win,11-03-28
S. Bubka,R. Jouan,Win,11-03-28
S. Bubka,R. Jouan,Loss,11-03-28
F. Volandri,M. Crugnola,Win,11-03-28
F. Volandri,M. Crugnola,Win,11-03-28
J. Janowicz,N. Ciric,Win,11-03-28
J. Janowicz,N. Ciric,Win,11-03-28
S. Stosur,M. Sharapova,Loss,11-03-28
S. Stosur,M. Sharapova,Loss,11-03-28
S. Peng,A. Dulgheru,Loss,11-03-28
S. Peng,A. Dulgheru,Loss,11-03-28
C. Berlocq,T. Berdych,Loss,11-03-28
C. Berlocq,T. Berdych,Loss,11-03-28
C. Wozniacki,A. Petkovic,Win,11-03-28
C. Wozniacki,A. Petkovic,Loss,11-03-28
C. Wozniacki,A. Petkovic,Loss,11-03-28
P. Petzschner,J. Tipsarevic,Loss,11-03-28
P. Petzschner,J. Tipsarevic,Loss,11-03-28
L. Walter,B. Paire,Loss,11-03-28
L. Walter,B. Paire,Loss,11-03-28
O. Rochus,M. Youzhny,Win,11-03-28
O. Rochus,M. Youzhny,Win,11-03-28
O. Rochus,M. Youzhny,Loss,11-03-28
N. Almagro,F. Mayer,Win,11-03-28
N. Almagro,F. Mayer,Loss,11-03-28
N. Almagro,F. Mayer,Loss,11-03-28
R. Federer,J. Monaco,Win,11-03-28
R. Federer,J. Monaco,Win,11-03-28
A. Medina Garrigues,J. Jankovic,Loss,11-03-28
A. Medina Garrigues,J. Jankovic,Loss,11-03-28
M. Bartoli,V. Zvonareva,Win,11-03-28
M. Bartoli,V. Zvonareva,Loss,11-03-28
M. Bartoli,V. Zvonareva,Loss,11-03-28
M. Bartoli,V. Zvonareva,Loss,11-03-28
R. Nadal,F. Lopez,Win,11-03-28
R. Nadal,F. Lopez,Win,11-03-28
F. Schiavone,A. Radwanska,Loss,11-03-28
F. Schiavone,A. Radwanska,Loss,11-03-28
V. Azarenka,A. Pavlyuchenkova,Win,11-03-28
V. Azarenka,A. Pavlyuchenkova,Win,11-03-28
V. Azarenka,A. Pavlyuchenkova,Loss,11-03-28
G. Simon,P. Cuevas,Win,11-03-28
G. Simon,P. Cuevas,Win,11-03-28
G. Simon,P. Cuevas,Loss,11-03-28
A. Delic,P. Duclos,Win,11-04-28
A. Delic,P. Duclos,Loss,11-04-28
A. Delic,P. Duclos,Loss,11-04-28
J. Eysseric,G. Alcaide,Win,11-04-28
J. Eysseric,G. Alcaide,Win,11-04-28
J. Larsson,A. Kudryavtseva,Win,11-04-28
J. Larsson,A. Kudryavtseva,Win,11-04-28
T. Gabashvili,F. Mayer,Loss,11-04-28
T. Gabashvili,F. Mayer,Loss,11-04-28
H. Zeballos,M. Cilic,Loss,11-04-28
H. Zeballos,M. Cilic,Loss,11-04-28
G. Garcia-Lopez,S. Dev Varman,Win,11-04-28
G. Garcia-Lopez,S. Dev Varman,Loss,11-04-28
G. Garcia-Lopez,S. Dev Varman,Loss,11-04-28
D. Guez,N. Reissig,Win,11-04-28
D. Guez,N. Reissig,Win,11-04-28
S. Robert,L. Rosol,Win,11-04-28
S. Robert,L. Rosol,Win,11-04-28
S. Robert,L. Rosol,Loss,11-04-28
L. Hradecka,E. Cabeza Candela,Win,11-04-28
L. Hradecka,E. Cabeza Candela,Win,11-04-28
A. Kleybanova,K. Barrois,Loss,11-04-28
A. Kleybanova,K. Barrois,Loss,11-04-28
K. Anderson,V. Hanescu,Win,11-04-28
K. Anderson,V. Hanescu,Win,11-04-28
A. Medina Garrigues,K. Zakopalova,Win,11-04-28
A. Medina Garrigues,K. Zakopalova,Win,11-04-28
J. Pospisil,S. Bubka,Win,11-04-28
J. Pospisil,S. Bubka,Loss,11-04-28
J. Pospisil,S. Bubka,Loss,11-04-28
P. Kohlschreiber,D. Gremelmayr,Win,11-04-28
P. Kohlschreiber,D. Gremelmayr,Win,11-04-28
N. Davydenko,J. Reister,Win,11-04-28
N. Davydenko,J. Reister,Win,11-04-28
N. Davydenko,J. Reister,Loss,11-04-28
S. Errani,A. Brianti,Win,11-04-28
S. Errani,A. Brianti,Win,11-04-28
M. Raonic,J. Sousa,Win,11-04-28
M. Raonic,J. Sousa,Win,11-04-28
M. Niculescu,J. Gajdosova,Win,11-04-28
M. Niculescu,J. Gajdosova,Win,11-04-28
M. Niculescu,J. Gajdosova,Loss,11-04-28
C. Berlocq,G. Simon,Loss,11-04-28
C. Berlocq,G. Simon,Loss,11-04-28
I. Marchenko,F. Volandri,Win,11-04-28
I. Marchenko,F. Volandri,Loss,11-04-28
I. Marchenko,F. Volandri,Loss,11-04-28
R. Stepanek,D. Brown,Win,11-04-28
R. Stepanek,D. Brown,Win,11-04-28
R. Stepanek,D. Brown,Loss,11-04-28
V. Razzano,R. Vinci,Loss,11-04-28
V. Razzano,R. Vinci,Loss,11-04-28
P. Bester,E. Prodon,Loss,11-04-28
P. Bester,E. Prodon,Loss,11-04-28
F. Gil,F. Verdasco,Loss,11-04-28
F. Gil,F. Verdasco,Loss,11-04-28
Y. Sugita,G. Zemlja,Loss,11-04-28
Y. Sugita,G. Zemlja,Loss,11-04-28
M. Zverev,J. Tipsarevic,Loss,11-04-28
M. Zverev,J. Tipsarevic,Loss,11-04-28
P. Hercog,L. Pous Tio,Win,11-04-28
P. Hercog,L. Pous Tio,Loss,11-04-28
P. Hercog,L. Pous Tio,Loss,11-04-28
R. Sweeting,J. Brzezicki,Win,11-04-28
R. Sweeting,J. Brzezicki,Win,11-04-28
R. Sweeting,J. Brzezicki,Loss,11-04-28
M. Granollers,V. Troicki,Win,11-04-28
M. Granollers,V. Troicki,Win,11-04-28
J. Baker,V. Estrella,Win,11-04-28
J. Baker,V. Estrella,Win,11-04-28
A. Begemann,N. Monroe,Win,11-04-28
A. Begemann,N. Monroe,Win,11-04-28
P. Lorenzi,R. Borvanov,Win,11-04-28
P. Lorenzi,R. Borvanov,Loss,11-04-28
P. Lorenzi,R. Borvanov,Loss,11-04-28
D. Young,J. Blake,Loss,11-04-28
D. Young,J. Blake,Loss,11-04-28
R. Ram,M. Sanchez,Win,11-04-28
R. Ram,M. Sanchez,Win,11-04-28
M.Bhupathi/L.Paes,A.Fisher/S.Huss,Loss,11-05-28
M.Bhupathi/L.Paes,A.Fisher/S.Huss,Loss,11-05-28
T.Gabashvili/M.Kukushkin,S.Stakhovsky/M.Youzhny,Win,11-05-28
T.Gabashvili/M.Kukushkin,S.Stakhovsky/M.Youzhny,Win,11-05-28
N. Li,S. Cirstea,Win,11-05-28
N. Li,S. Cirstea,Win,11-05-28
R. Vinci,V. Azarenka,Loss,11-05-28
R. Vinci,V. Azarenka,Loss,11-05-28
V. King,P. Kvitova,Loss,11-05-28
V. King,P. Kvitova,Loss,11-05-28
A. Dolgopolov,V. Troicki,Win,11-05-28
A. Dolgopolov,V. Troicki,Loss,11-05-28
A. Dolgopolov,V. Troicki,Loss,11-05-28
A. Dolgopolov,V. Troicki,Loss,11-05-28
A.Hlavackova/L.Hradecka,A.Dulgheru/M.Rybarikova,Win,11-05-28
A.Hlavackova/L.Hradecka,A.Dulgheru/M.Rybarikova,Win,11-05-28
M.Lopez/D.Marrero,C.Kas/A.Peya,Loss,11-05-28
M.Lopez/D.Marrero,C.Kas/A.Peya,Loss,11-05-28
A. Murray,M. Berrer,Win,11-05-28
A. Murray,M. Berrer,Win,11-05-28
A. Murray,M. Berrer,Win,11-05-28
R. Nadal,A. Veic,Win,11-05-28
R. Nadal,A. Veic,Win,11-05-28
R. Nadal,A. Veic,Win,11-05-28
L.Huber/L.Raymond,C.Dellacqua/R.Stubbs,Win,11-05-28
L.Huber/L.Raymond,C.Dellacqua/R.Stubbs,Win,11-05-28
K. Kanepi,E. Makarova,Loss,11-05-28
K. Kanepi,E. Makarova,Loss,11-05-28
J. Chela,L. Rosol,Win,11-05-28
J. Chela,L. Rosol,Win,11-05-28
J. Chela,L. Rosol,Win,11-05-28
J. Chela,L. Rosol,Loss,11-05-28
F.Fognini/F.Volandri,M.Mirnyi/D.Nestor,Loss,11-05-28
F.Fognini/F.Volandri,M.Mirnyi/D.Nestor,Loss,11-05-28
N.Grandin/V.Uhlirova,K.Peschke/K.Srebotnik,Loss,11-05-28
N.Grandin/V.Uhlirova,K.Peschke/K.Srebotnik,Loss,11-05-28
G.Dulko/F.Pennetta,S.Errani/R.Vinci,Win,11-05-28
G.Dulko/F.Pennetta,S.Errani/R.Vinci,Win,11-05-28
A. Petkovic,J. Gajdosova,Win,11-05-28
A. Petkovic,J. Gajdosova,Win,11-05-28
A. Petkovic,J. Gajdosova,Loss,11-05-28
J. Del Potro,N. Djokovic,Win,11-05-28
J. Del Potro,N. Djokovic,Loss,11-05-28
J. Del Potro,N. Djokovic,Loss,11-05-28
J. Del Potro,N. Djokovic,Loss,11-05-28
F.Cermak/F.Polasek,J.Tipsarevic/V.Troicki,Win,11-05-28
D.Brown/M.Kohlmann,A.Dolgopolov/X.Malisse,Win,11-05-28
D.Brown/M.Kohlmann,A.Dolgopolov/X.Malisse,Win,11-05-28
D.Brown/M.Kohlmann,A.Dolgopolov/X.Malisse,Loss,11-05-28
M. Fish,G. Simon,Loss,11-05-28
M. Fish,G. Simon,Loss,11-05-28
M. Fish,G. Simon,Loss,11-05-28
L. Kubot,A. Falla,Win,11-05-28
L. Kubot,A. Falla,Loss,11-05-28
L. Kubot,A. Falla,Loss,11-05-28
L. Kubot,A. Falla,Loss,11-05-28
R. Bautista-Agut,F. Bagnis,Win,11-05-28
R. Bautista-Agut,F. Bagnis,Win,11-05-28
R. Bautista-Agut,F. Bagnis,Loss,11-05-28
S.Lipsky/R.Ram,R.Schuettler/A.Waske,Win,11-05-28
S.Lipsky/R.Ram,R.Schuettler/A.Waske,Win,11-05-28
Y. Wickmayer,A. Radwanska,Loss,11-05-28
Y. Wickmayer,A. Radwanska,Loss,11-05-28
I. Ljubicic,F. Verdasco,Win,11-05-28
I. Ljubicic,F. Verdasco,Win,11-05-28
I. Ljubicic,F. Verdasco,Win,11-05-28
M. Sharapova,Y. Chan,Win,11-05-28
M. Sharapova,Y. Chan,Win,11-05-28
P. Carreno-Busta,F. Nielsen,Win,11-05-28
P. Carreno-Busta,F. Nielsen,Win,11-05-28
L. Mayer,R. Söderling,Loss,11-05-28
L. Mayer,R. Söderling,Loss,11-05-28
L. Mayer,R. Söderling,Loss,11-05-28
M. Kirilenko,A. Rus,Win,11-05-28
M. Kirilenko,A. Rus,Win,11-05-28
A. Kuznetsov,A. Begemann,Loss,11-06-28
A. Kuznetsov,A. Begemann,Loss,11-06-28
D. Udomchoke,J. Blake,Loss,11-06-28
D. Udomchoke,J. Blake,Loss,11-06-28
F. Gil,I. Minar,Win,11-06-28
F. Gil,I. Minar,Win,11-06-28
J. Pospisil,J. Struff,Win,11-06-28
J. Pospisil,J. Struff,Win,11-06-28
J. Pospisil,J. Struff,Loss,11-06-28
D. Junqueira,M. Trevisan,Win,11-06-28
D. Junqueira,M. Trevisan,Win,11-06-28
J. Janowicz,F. Volandri,Loss,11-06-28
J. Janowicz,F. Volandri,Loss,11-06-28
U. Ignatik,F. Serra,Win,11-06-28
U. Ignatik,F. Serra,Win,11-06-28
T. Muster,T. Gabashvili,Win,11-06-28
T. Muster,T. Gabashvili,Loss,11-06-28
T. Muster,T. Gabashvili,Loss,11-06-28
M. Klizan,S. Bohli,Win,11-06-28
M. Klizan,S. Bohli,Win,11-06-28
R. Ramirez Hidalgo,A. Arnaboldi,Win,11-06-28
R. Ramirez Hidalgo,A. Arnaboldi,Win,11-06-28
R. Ramirez Hidalgo,A. Arnaboldi,Loss,11-06-28
T. Schoorel,C. Stebe,Win,11-06-28
T. Schoorel,C. Stebe,Win,11-06-28
L.Huber/L.Raymond,A.Kerber/C.McHale,Win,11-06-28
L.Huber/L.Raymond,A.Kerber/C.McHale,Win,11-06-28
N.Llagostera Vives/A.Parra Santonja,S.Errani/R.Vinci,Win,11-06-28
N.Llagostera Vives/A.Parra Santonja,S.Errani/R.Vinci,Win,11-06-28
C.Black/S.Peer,K.Peschke/K.Srebotnik,Win,11-06-28
C.Black/S.Peer,K.Peschke/K.Srebotnik,Loss,11-06-28
C.Black/S.Peer,K.Peschke/K.Srebotnik,Loss,11-06-28
J.Cabal/R.Farah,J.Cerretani/P.Marx,Win,11-06-28
J.Cabal/R.Farah,J.Cerretani/P.Marx,Loss,11-06-28
J.Cabal/R.Farah,J.Cerretani/P.Marx,Loss,11-06-28
J.Cabal/R.Farah,J.Cerretani/P.Marx,Loss,11-06-28
B.Bryan/M.Bryan,S.Aspelin/P.Hanley,Win,11-06-28
B.Bryan/M.Bryan,S.Aspelin/P.Hanley,Win,11-06-28
B.Bryan/M.Bryan,S.Aspelin/P.Hanley,Win,11-06-28
B.Bryan/M.Bryan,S.Aspelin/P.Hanley,Loss,11-06-28
B.Bryan/M.Bryan,S.Aspelin/P.Hanley,Loss,11-06-28
V. Crivoi,J. Peralta,Loss,11-06-28
V. Crivoi,J. Peralta,Loss,11-06-28
D.Hantuchova/A.Radwanska,S.Mirza/E.Vesnina,Loss,11-06-28
D.Hantuchova/A.Radwanska,S.Mirza/E.Vesnina,Loss,11-06-28
C.Fleming/R.Hutchins,A.Fisher/S.Huss,Win,11-06-28
C.Fleming/R.Hutchins,A.Fisher/S.Huss,Win,11-06-28
C.Fleming/R.Hutchins,A.Fisher/S.Huss,Win,11-06-28
S.Lipsky/R.Ram,J.Melzer/P.Petzschner,Win,11-06-28
S.Lipsky/R.Ram,J.Melzer/P.Petzschner,Loss,11-06-28
S.Lipsky/R.Ram,J.Melzer/P.Petzschner,Loss,11-06-28
S.Lipsky/R.Ram,J.Melzer/P.Petzschner,Loss,11-06-28
C.Ball/S.Gonzalez,M.Llodra/N.Zimonjic,Loss,11-06-28
C.Ball/S.Gonzalez,M.Llodra/N.Zimonjic,Loss,11-06-28
C.Ball/S.Gonzalez,M.Llodra/N.Zimonjic,Loss,11-06-28
S. Lisicki,M. Bartoli,Win,11-06-28
S. Lisicki,M. Bartoli,Win,11-06-28
S. Lisicki,M. Bartoli,Loss,11-06-28
R. Machado,J. Brunken,Win,11-06-28
R. Machado,J. Brunken,Win,11-06-28
R.Lindstedt/H.Tecau,A.Clement/L.Dlouhy,Win,11-06-28
R.Lindstedt/H.Tecau,A.Clement/L.Dlouhy,Win,11-06-28
R.Lindstedt/H.Tecau,A.Clement/L.Dlouhy,Win,11-06-28
R.Lindstedt/H.Tecau,A.Clement/L.Dlouhy,Loss,11-06-28
R.Lindstedt/H.Tecau,A.Clement/L.Dlouhy,Loss,11-06-28
D. Meffert,M. Zverev,Win,11-06-28
D. Meffert,M. Zverev,Loss,11-06-28
D. Meffert,M. Zverev,Loss,11-06-28
D. Cibulkova,M. Sharapova,Loss,11-06-28
D. Cibulkova,M. Sharapova,Loss,11-06-28
P. Kvitova,T. Pironkova,Win,11-06-28
P. Kvitova,T. Pironkova,Win,11-06-28
P. Kvitova,T. Pironkova,Loss,11-06-28
M. Russell,N. Monroe,Win,11-06-28
M. Russell,N. Monroe,Win,11-06-28
M. Russell,N. Monroe,Loss,11-06-28
A. Weintraub,D. Kudla,Win,11-06-28
A. Weintraub,D. Kudla,Loss,11-06-28
A. Weintraub,D. Kudla,Loss,11-06-28
P. Bester,B. Klahn,Win,11-06-28
P. Bester,B. Klahn,Win,11-06-28
S. Galvani,M. Gicquel,Win,11-06-28
S. Galvani,M. Gicquel,Win,11-06-28
S. Galvani,M. Gicquel,Loss,11-06-28
K. Kim,I. Klec,Loss,11-06-28
K. Kim,I. Klec,Loss,11-06-28
M. Shabaz,B. Reynolds,Loss,11-06-28
M. Shabaz,B. Reynolds,Loss,11-06-28
R. Klaasen,P. Duclos,Loss,11-06-28
R. Klaasen,P. Duclos,Loss,11-06-28
T. Paszek,V. Azarenka,Loss,11-06-28
T. Paszek,V. Azarenka,Loss,11-06-28
D. Young,L. Gregorc,Win,11-06-28
D. Young,L. Gregorc,Win,11-06-28
D. Young,L. Gregorc,Loss,11-06-28
P. Capdeville,J. Witten,Win,11-06-28
P. Capdeville,J. Witten,Win,11-06-28
V. Pospisil,E. King,Win,11-06-28
V. Pospisil,E. King,Win,11-06-28
R. Ginepri,B. Dabul,Win,11-06-28
R. Ginepri,B. Dabul,Win,11-06-28
R. Ginepri,B. Dabul,Loss,11-06-28
J. Acasuso,G. Elias,Win,11-01-29
J. Acasuso,G. Elias,Win,11-01-29
N. Li,K. Clijsters,Win,11-01-29
N. Li,K. Clijsters,Loss,11-01-29
N. Li,K. Clijsters,Loss,11-01-29
B. Knittel,I. Bozoljac,Win,11-01-29
B. Knittel,I. Bozoljac,Win,11-01-29
B. Knittel,I. Bozoljac,Loss,11-01-29
J. Huta Galung,D. Brands,Loss,11-01-29
J. Huta Galung,D. Brands,Loss,11-01-29
E. Prodon,R. El Amrani,Win,11-01-29
E. Prodon,R. El Amrani,Win,11-01-29
F. Romboli,J. Acasuso,Win,11-01-29
F. Romboli,J. Acasuso,Win,11-01-29
A. Kuznetsov,J. Witten,Win,11-01-29
A. Kuznetsov,J. Witten,Win,11-01-29
A. Kuznetsov,J. Witten,Loss,11-01-29
M. Russell,R. Harrison,Win,11-01-29
M. Russell,R. Harrison,Loss,11-01-29
M. Russell,R. Harrison,Loss,11-01-29
A. Martin,D. Tursunov,Loss,11-01-29
A. Martin,D. Tursunov,Loss,11-01-29
L. Rosol,G. Soeda,Win,11-01-29
L. Rosol,G. Soeda,Win,11-01-29
V. Azarenka,A. Pavlyuchenkova,Win,11-03-29
V. Azarenka,A. Pavlyuchenkova,Win,11-03-29
V. Azarenka,A. Pavlyuchenkova,Loss,11-03-29
G. Simon,P. Cuevas,Win,11-03-29
G. Simon,P. Cuevas,Win,11-03-29
G. Simon,P. Cuevas,Loss,11-03-29
P. Cervenak,D. Guez,Win,11-03-29
P. Cervenak,D. Guez,Loss,11-03-29
P. Cervenak,D. Guez,Loss,11-03-29
Y. Mertens,M. Przysiezny,Loss,11-03-29
Y. Mertens,M. Przysiezny,Loss,11-03-29
A. Arnaboldi,G. Olasco,Win,11-03-29
A. Arnaboldi,G. Olasco,Win,11-03-29
I. Klec,P. Luczak,Loss,11-03-29
I. Klec,P. Luczak,Loss,11-03-29
A. Ramos-Vinolas,M. Copil,Win,11-03-29
A. Ramos-Vinolas,M. Copil,Win,11-03-29
A. Ramos-Vinolas,M. Copil,Loss,11-03-29
J. Millman,A. Flock,Win,11-03-29
J. Millman,A. Flock,Loss,11-03-29
J. Millman,A. Flock,Loss,11-03-29
N. Renavand,N. Devilder,Win,11-03-29
N. Renavand,N. Devilder,Win,11-03-29
A. Brizzi,J. Pospisil,Loss,11-03-29
A. Brizzi,J. Pospisil,Loss,11-03-29
A. Ungur,Y. Schukin,Win,11-03-29
A. Ungur,Y. Schukin,Win,11-03-29
A. Di Mauro,P. Riba,Win,11-03-29
A. Di Mauro,P. Riba,Win,11-03-29
A. Di Mauro,P. Riba,Loss,11-03-29
C. Niland,D. Lojda,Loss,11-03-29
C. Niland,D. Lojda,Loss,11-03-29
B. Pashanski,G. Burquier,Win,11-03-29
B. Pashanski,G. Burquier,Win,11-03-29
B. Pashanski,G. Burquier,Loss,11-03-29
A. Virgili,I. Minar,Loss,11-03-29
A. Virgili,I. Minar,Loss,11-03-29
P. Herbert,M. Viola,Loss,11-03-29
P. Herbert,M. Viola,Loss,11-03-29
S. Vagnozzi,B. Kavcic,Win,11-03-29
F. Fognini,A. Haider-Maurer,Win,11-03-29
F. Fognini,A. Haider-Maurer,Loss,11-03-29
F. Fognini,A. Haider-Maurer,Loss,11-03-29
D. Ferrer,M. Granollers,Win,11-03-29
D. Ferrer,M. Granollers,Win,11-03-29
M. Fish,J. Del Potro,Win,11-03-29
M. Fish,J. Del Potro,Win,11-03-29
M. Gonzalez,M. Gicquel,Win,11-03-29
M. Gonzalez,M. Gicquel,Win,11-03-29
M. Gonzalez,M. Gicquel,Loss,11-03-29
J. Isner,K. Anderson,Loss,11-03-29
J. Isner,K. Anderson,Loss,11-03-29
A. Gensse,V. Millot,Win,11-03-29
A. Gensse,V. Millot,Win,11-03-29
A. Dolgopolov,J. Tsonga,Win,11-03-29
A. Dolgopolov,J. Tsonga,Win,11-03-29
